position_um,pci_intensity_y_line_incident_i0,pci_intensity_z_line_incident_i0,pci_signal_y_line_minus_plate_background,pci_signal_z_line_minus_plate_background
-31.640625,0.902544556009,0.907730297789,4.45560090004e-05,0.00523029778873
-31.54296875,0.902537116342,0.907345395131,3.71163420447e-05,0.00484539513062
-31.4453125,0.902529691751,0.906889541842,2.96917507938e-05,0.00438954184197
-31.34765625,0.902522352416,0.90636901481,2.23524161231e-05,0.00386901481038
-31.25,0.902515167653,0.905791041078,1.51676531389e-05,0.00329104107789
-31.15234375,0.902508204831,0.905163695826,8.20483098063e-06,0.00266369582565
-31.0546875,0.902501528276,0.904495787945,1.52827624034e-06,0.0019957879448
-30.95703125,0.902495198175,0.903796734933,-4.80182534723e-06,0.00129673493257
-30.859375,0.902489269486,0.903076428999,-1.07305136819e-05,0.000576428999316
-30.76171875,0.90248379089,0.902345096384,-1.62091098745e-05,-0.00015490361646
-30.6640625,0.902478803773,0.901613151948,-2.11962266907e-05,-0.00088684805193
-30.56640625,0.902474341282,0.900891051172,-2.56587178987e-05,-0.00160894882848
-30.46875,0.902470427449,0.900189141656,-2.95725506807e-05,-0.00231085834418
-30.37109375,0.902467076414,0.899517516245,-3.29235856134e-05,-0.00298248375456
-30.2734375,0.902464291751,0.898885869799,-3.57082492626e-05,-0.00361413020082
-30.17578125,0.902462065915,0.898303361574,-3.79340851577e-05,-0.00419663842609
-30.078125,0.90246037983,0.897778485075,-3.96201698432e-05,-0.00472151492471
-29.98046875,0.902459202618,0.897318947105,-4.07973818143e-05,-0.00518105289451
-29.8828125,0.902458491488,0.896931557597,-4.150851243e-05,-0.00556844240325
-29.78515625,0.902458191791,0.896622131665,-4.18082093456e-05,-0.00587786833535
-29.6875,0.902458237255,0.896395405149,-4.17627446216e-05,-0.00610459485129
-29.58984375,0.902458550399,0.896254964733,-4.14496014072e-05,-0.00624503526652
-29.4921875,0.902459043125,0.896203193562,-4.09568749586e-05,-0.00629680643778
-29.39453125,0.902459617514,0.896241233068,-4.03824857228e-05,-0.00625876693174
-29.296875,0.902460166796,0.896368961559,-3.98332042734e-05,-0.00613103844112
-29.19921875,0.90246057651,0.896584989892,-3.94234899844e-05,-0.00591501010777
-29.1015625,0.902460725853,0.89688667439,-3.9274147477e-05,-0.00561332560962
-29.00390625,0.902460489193,0.897270146932,-3.95108070428e-05,-0.00522985306788
-28.90625,0.902459737763,0.897730361966,-4.02622373827e-05,-0.00476963803355
-28.80859375,0.902458341499,0.898261159984,-4.16585011295e-05,-0.00423884001611
-28.7109375,0.902456171034,0.898855346777,-4.38289656519e-05,-0.0036446532227
-28.61328125,0.902453099816,0.899504787619,-4.69001836388e-05,-0.00299521238139
-28.515625,0.90244900634,0.900200515274,-5.09936597825e-05,-0.00229948472564
-28.41796875,0.902443776478,0.900932850583,-5.62235216344e-05,-0.00156714941735
-28.3203125,0.902437305886,0.901691534121,-6.26941142674e-05,-0.000808465879275
-28.22265625,0.90242950246,0.902465867308,-7.04975397688e-05,-3.41326917119e-05
