position_um,dgi_intensity_y_line_incident_i0,dgi_intensity_z_line_incident_i0,dgi_signal_y_line_minus_reference_intensity,dgi_signal_z_line_minus_reference_intensity
-22.75390625,0.000112850441088,9.99065503493e-05,1.28504410877e-05,-9.34496506932e-08
-22.65625,0.000115073023085,0.000100779310493,1.50730230852e-05,7.79310492707e-07
-22.55859375,0.000117580397175,0.000101948728342,1.75803971748e-05,1.9487283423e-06
-22.4609375,0.000120395914548,0.0001033238978,2.03959145482e-05,3.3238978e-06
-22.36328125,0.000123543536421,0.000104803192732,2.35435364211e-05,4.80319273226e-06
-22.265625,0.000127047751036,0.000106280363654,2.70477510361e-05,6.28036365392e-06
-22.16796875,0.000130933487847,0.000107650951402,3.09334878475e-05,7.65095140236e-06
-22.0703125,0.000135226030016,0.000108818650476,3.52260300161e-05,8.81865047571e-06
-21.97265625,0.00013995092635,0.000109701252751,3.99509263499e-05,9.7012527508e-06
-21.875,0.000145133903818,0.000110235821398,4.51339038179e-05,1.02358213985e-05
-21.77734375,0.000150800781731,0.000110382784189,5.08007817308e-05,1.03827841891e-05
-21.6796875,0.000156977388632,0.000110128693084,5.69773886321e-05,1.01286930841e-05
-21.58203125,0.000163689482869,0.000109487470022,6.36894828687e-05,9.4874700222e-06
-21.484375,0.000170962677729,0.000108500043206,7.09626777294e-05,8.50004320564e-06
-21.38671875,0.000178822371929,0.000107232369332,7.88223719286e-05,7.23236933248e-06
-21.2890625,0.000187293686107,0.000105771930028,8.72936861066e-05,5.77193002776e-06
-21.19140625,0.000196401405888,0.000104222879934,9.64014058876e-05,4.22287993412e-06
-21.09375,0.000206169931909,0.000102700104403,0.000106169931909,2.70010440335e-06
-20.99609375,0.000216623237098,0.000101322511765,0.000116623237098,1.32251176523e-06
-20.8984375,0.000227784831338,0.000100205934713,0.000127784831338,2.05934712752e-07
-20.80078125,0.000239677733526,9.94560443352e-05,0.000139677733526,-5.43955664767e-07
-20.703125,0.000252324450904,9.9161686773e-05,0.000152324450904,-8.38313227038e-07
-20.60546875,0.000265746965404,9.93890356262e-05,0.000165746965404,-6.1096437381e-07
-20.5078125,0.000279966726649,0.000100176913705,0.000179966726649,1.7691370454e-07
-20.41015625,0.000295004651138,0.000101533577323,0.000195004651138,1.533577323e-06
-20.3125,0.000310881127044,0.000103435178223,0.000210881127044,3.4351782225e-06
